APPL,438000000,1.06
AMZN,498000000,0.00
ZM,111800000,0.00
AMZN,2366.58,50,0
AMZN,2337.81,700,1
APPL,279.83,75,0
AMZN,2368.31,0,1
ZM,163.77,475,1
AMZN,2374.45,100,0
APPL,287.56,325,1
ZM,157.69,450,0
APPL,284.07,150,1
AMZN,2387.58,600,1
ZM,156.32,450,1
APPL,283.89,400,1
APPL,279.75,50,0
ZM,160.73,75,0
APPL,281.59,225,1
AMZN,2384.61,850,0
ZM,156.73,150,1
AMZN,2405.93,200,1
AMZN,2401.23,350,1
APPL,283.45,250,1
APPL,279.18,425,1
AMZN,2394.8,500,0
APPL,279.77,250,0
AMZN,2341.68,350,0
AMZN,2346.65,200,1
AMZN,2348.72,950,1
ZM,160.52,175,0
APPL,283.56,375,1
ZM,156.03,250,0
AMZN,2397.61,300,0
AMZN,2373.1,250,0
APPL,282.14,275,1
APPL,285.94,175,1
ZM,164.4,175,1
APPL,284.42,325,1
APPL,283.56,425,1
ZM,157.9,475,0
APPL,284.85,275,1
APPL,282.84,200,0
AMZN,2360.19,750,0
AMZN,2346.41,400,1
APPL,279.73,125,0
ZM,161.6,0,0
AMZN,2364.3,100,1
AMZN,2400.09,200,0
AMZN,2337.79,750,1
AMZN,2360.3,500,1
APPL,282.83,250,0
APPL,282.83,25,0
APPL,279.43,450,0
ZM,163.96,475,1
AMZN,2383.97,0,0
ZM,161.07,450,0
AMZN,2410.93,0,1
APPL,283.08,450,0
APPL,283.23,275,0
AMZN,2377.41,550,1
AMZN,2386.34,200,0
AMZN,2354.43,400,1
APPL,287.62,225,1
APPL,285.7,225,0
AMZN,2340.54,450,0
ZM,158.22,0,0
APPL,278.81,225,0
AMZN,2388.53,400,1
APPL,280.71,325,0
APPL,281.34,425,1
ZM,158.39,425,1
ZM,164.44,50,1
ZM,160.36,400,1
APPL,284.16,50,1
APPL,282.03,150,1
AMZN,2378.65,450,0
ZM,159.73,100,0
APPL,285.11,300,1
AMZN,2355.26,850,1
APPL,280.01,125,1
APPL,285.31,75,1
APPL,284.3,375,1
APPL,286.69,150,1
APPL,279.68,425,0
APPL,282.95,200,0
APPL,287.5,400,1
APPL,287.17,100,1
APPL,278.02,100,1
APPL,286.49,25,1
APPL,278.36,75,0
AMZN,2370.32,300,1
APPL,283.61,300,0
AMZN,2349.14,500,1
AMZN,2369.67,650,1
APPL,284.51,225,0
APPL,284.06,450,0
APPL,279.7,375,0
ZM,162.74,200,1
APPL,278.33,0,1
ZM,161.66,325,1
APPL,278.99,175,1
AMZN,2381.43,400,1
ZM,162.9,225,1
AMZN,2383.62,400,0
APPL,284.78,225,0
ZM,155.65,250,0
ZM,157.9,275,1
ZM,161.69,75,0
ZM,162.09,225,1
APPL,277.88,300,1
APPL,282.57,0,1
ZM,161.32,375,0
ZM,158.15,200,1
ZM,159.07,400,1
AMZN,2401.48,850,1
AMZN,2342.35,300,0
AMZN,2347.89,850,1
ZM,160.29,325,0
ZM,163.93,325,1
AMZN,2379.14,600,1
AMZN,2361.32,550,0
ZM,162.43,300,1
AMZN,2385.66,100,1
ZM,160.35,275,0
APPL,284.21,300,0
APPL,282.09,100,1
AMZN,2358.15,600,0
ZM,161.66,150,1
AMZN,2366.78,0,1
APPL,283.76,475,1
AMZN,2381.34,550,0
APPL,286.77,200,1
ZM,164.12,400,1
APPL,285.55,200,0
APPL,281.31,25,0
ZM,160.01,150,0
ZM,161.51,450,0
AMZN,2376.3,50,1
APPL,281.61,250,0
APPL,286.31,0,0
ZM,160.89,425,1
ZM,157.88,350,0
AMZN,2371.04,600,1
APPL,278.97,250,0
APPL,286.16,450,1
ZM,156.2,300,0
AMZN,2401.03,900,0
ZM,160.33,100,0
AMZN,2382.69,450,0
AMZN,2337.33,300,0
AMZN,2381.06,200,0
AMZN,2397.93,250,1
AMZN,2398.04,150,0
ZM,163.87,350,1
AMZN,2396.71,900,1
ZM,163.77,275,1
ZM,155.66,450,0
ZM,158.85,100,0
APPL,278.94,25,0
APPL,284.81,300,0
AMZN,2406.33,0,0
APPL,280.51,250,1
AMZN,2380.15,600,0
ZM,159.48,150,0
ZM,155.92,25,0
AMZN,2344.66,550,1
ZM,163.22,200,1
APPL,282.4,400,0
AMZN,2361.79,300,0
APPL,282.27,175,0
APPL,283.86,0,1
ZM,157.47,125,0
AMZN,2353.58,750,0
AMZN,2386.23,200,0
AMZN,2342.34,0,1
ZM,161.62,300,1
ZM,157.44,25,1
APPL,282.05,125,1
ZM,163.33,375,1
AMZN,2384.44,550,0
AMZN,2353.07,50,1
ZM,163.0,0,0
AMZN,2356.98,0,0
ZM,160.26,375,1
AMZN,2346.04,450,0
AMZN,2369.91,650,1
APPL,279.28,150,1
AMZN,2344.87,900,0
APPL,284.57,125,0
ZM,157.09,125,1
ZM,162.87,325,1
ZM,156.88,100,1
AMZN,2340.41,500,1
AMZN,2361.78,0,0
ZM,164.21,450,0
APPL,283.64,250,0
APPL,284.75,300,0
AMZN,2407.86,0,1
APPL,287.58,75,0
AMZN,2414.6,800,0
ZM,164.13,175,1
APPL,281.32,400,1
APPL,280.24,75,0
APPL,284.57,75,0
ZM,158.98,475,0
AMZN,2389.73,650,1
APPL,284.35,0,1
AMZN,2345.22,200,0
APPL,284.18,200,1
ZM,164.2,300,1
APPL,284.76,75,1
AMZN,2406.45,950,1
APPL,282.09,300,0
ZM,161.62,25,1
ZM,160.99,250,0
ZM,158.83,375,0
APPL,279.03,325,1
AMZN,2341.52,800,1
AMZN,2388.68,850,1
AMZN,2362.95,750,0
ZM,159.33,0,0
APPL,285.75,275,0
APPL,281.86,300,1
APPL,286.26,175,1
APPL,286.17,300,0
ZM,160.83,375,1
ZM,159.64,225,0
ZM,156.07,150,0
APPL,280.61,0,1
APPL,285.13,375,1
ZM,158.07,225,1
ZM,156.54,25,1
ZM,161.85,475,0
ZM,157.0,275,1
APPL,280.74,100,1
AMZN,2387.27,0,1
ZM,157.65,25,0
AMZN,2395.26,850,1
APPL,287.69,50,0
APPL,282.0,375,1
APPL,285.11,200,0
AMZN,2342.62,0,0
ZM,160.37,450,1
ZM,158.51,300,0
AMZN,2338.01,300,0
ZM,160.99,175,1
AMZN,2376.89,100,0
ZM,160.37,425,1
ZM,159.71,475,0
AMZN,2367.7,600,0
AMZN,2374.23,50,0
AMZN,2365.43,50,1
ZM,159.8,375,0
AMZN,2365.54,500,1
APPL,278.07,225,1
APPL,286.6,0,1
APPL,284.5,400,1
ZM,163.08,75,0
AMZN,2405.79,650,0
APPL,284.92,425,0
AMZN,2355.69,450,0
AMZN,2349.5,800,0
AMZN,2411.56,550,0
ZM,157.49,100,1
AMZN,2371.62,950,1
ZM,156.37,400,1
ZM,163.93,400,1
ZM,163.35,225,0
APPL,280.25,350,1
ZM,159.27,125,1
AMZN,2339.21,550,1
APPL,278.17,175,0
AMZN,2391.49,50,0
AMZN,2370.92,150,1
ZM,162.49,300,0
AMZN,2373.68,650,1
APPL,282.35,400,0
AMZN,2381.61,50,1
AMZN,2399.12,750,1
APPL,286.32,275,0
AMZN,2402.32,300,0
APPL,282.25,325,1
ZM,156.06,325,1
APPL,279.09,150,0
AMZN,2361.55,900,1
AMZN,2348.35,300,0
APPL,282.9,200,1
AMZN,2346.66,200,0
AMZN,2361.61,550,0
APPL,285.12,250,1
AMZN,2359.29,500,0
AMZN,2409.17,900,1
AMZN,2369.69,200,0
ZM,164.54,400,1
ZM,157.23,200,1
AMZN,2409.58,350,1
AMZN,2356.09,900,0
ZM,157.36,125,1
APPL,280.24,125,1
AMZN,2410.55,250,0
APPL,285.96,25,0
AMZN,2407.15,550,1
ZM,158.9,250,0
AMZN,2412.83,0,1
AMZN,2372.91,750,1
ZM,155.96,425,0
AMZN,2398.78,650,1
AMZN,2378.98,400,1
AMZN,2337.92,400,1
APPL,278.57,50,0
APPL,287.45,325,0
APPL,280.49,400,1
AMZN,2389.04,950,1
AMZN,2338.5,500,0
ZM,158.24,225,0
ZM,162.72,300,0
APPL,280.9,250,0
ZM,164.53,200,0
AMZN,2343.94,100,0
ZM,157.53,150,1
ZM,156.21,300,0
ZM,161.71,450,1
ZM,163.47,300,0
ZM,163.68,375,0
ZM,161.77,300,1
ZM,161.23,425,0
APPL,279.42,325,1
APPL,280.96,125,1
APPL,279.39,50,1
APPL,283.93,200,1
ZM,161.71,100,0
ZM,158.76,450,1
ZM,164.43,175,0
APPL,279.77,425,1
APPL,282.29,225,0
AMZN,2399.9,200,1
APPL,286.5,25,0
APPL,278.02,0,1
ZM,158.63,425,0
APPL,285.39,275,0
APPL,281.7,300,1
APPL,286.85,225,1
APPL,285.87,50,1
AMZN,2402.13,250,0
ZM,156.68,150,1
APPL,278.99,100,1
APPL,284.43,225,0
AMZN,2387.69,600,1
AMZN,2389.46,300,1
AMZN,2349.99,350,1
AMZN,2395.11,750,1
ZM,162.37,475,0
ZM,156.29,125,0
ZM,156.69,200,1
APPL,283.19,375,0
ZM,158.25,150,0
AMZN,2362.53,450,1
ZM,160.45,225,0
AMZN,2402.76,650,0
APPL,279.25,375,1
ZM,157.27,125,0
ZM,158.18,450,1
AMZN,2363.86,500,1
AMZN,2340.69,350,0
AMZN,2369.04,700,1
APPL,279.07,150,0
APPL,279.27,100,0
ZM,161.27,150,1
APPL,285.05,325,0
AMZN,2413.49,300,1
ZM,158.59,0,0
AMZN,2389.37,600,0
APPL,284.73,0,0
APPL,278.12,75,0
ZM,163.28,75,0
ZM,157.83,400,0
APPL,284.93,450,1
APPL,280.46,350,1
APPL,277.86,125,0
AMZN,2399.1,150,0
APPL,287.44,250,1
ZM,158.69,475,0
ZM,163.99,350,1
ZM,161.17,350,1
AMZN,2404.1,0,1
ZM,155.71,175,0
AMZN,2340.77,150,1
APPL,280.96,0,1
APPL,284.35,275,1
APPL,287.61,475,1
ZM,160.39,325,0
AMZN,2366.1,400,1
ZM,156.11,100,0
APPL,287.16,50,1
APPL,280.74,125,0
APPL,278.68,200,1
APPL,286.23,400,1
APPL,283.03,350,0
AMZN,2411.91,200,0
APPL,286.99,475,0
APPL,282.85,25,0
ZM,158.34,375,1
AMZN,2384.26,950,0
ZM,158.66,125,1
ZM,157.72,250,0
APPL,279.01,125,1
AMZN,2349.58,900,1
APPL,283.84,200,1
ZM,161.61,25,1
APPL,286.01,425,1
APPL,287.4,125,0
ZM,163.68,375,1
APPL,277.95,475,1
ZM,160.44,400,0
APPL,278.83,100,0
AMZN,2410.86,550,1
ZM,160.1,150,0
AMZN,2413.48,600,1
APPL,278.99,100,0
AMZN,2413.58,900,1
APPL,286.71,475,0
ZM,158.96,75,0
ZM,157.77,125,1
APPL,281.27,25,1
APPL,283.72,475,0
ZM,157.51,25,1
ZM,162.44,175,0
ZM,159.7,0,1
APPL,281.81,300,0
AMZN,2353.4,850,1
AMZN,2390.86,200,1
AMZN,2348.19,850,1
AMZN,2338.45,900,1
AMZN,2349.43,850,1
AMZN,2388.16,800,0
APPL,279.48,75,0
ZM,161.0,100,0
AMZN,2362.34,400,0
ZM,157.39,75,0
APPL,278.95,450,1
ZM,156.76,225,0
AMZN,2398.24,250,1
APPL,280.73,125,1
APPL,286.22,125,1
APPL,281.54,475,1
APPL,280.56,50,0
APPL,285.49,100,1
AMZN,2342.98,150,0
ZM,162.3,175,1
AMZN,2340.16,750,0
ZM,160.32,375,1
ZM,157.29,150,0
AMZN,2364.41,0,1
APPL,286.05,225,0
APPL,280.56,100,1
AMZN,2383.73,850,1
APPL,283.19,350,1
ZM,155.68,475,1
APPL,281.59,350,0
ZM,163.46,225,0
APPL,283.13,375,0
AMZN,2406.61,750,0
AMZN,2375.04,850,0
ZM,160.08,100,1
APPL,287.37,275,1
AMZN,2365.66,500,1
APPL,280.54,0,0
APPL,282.14,250,0
ZM,164.55,125,1
APPL,284.49,375,0
APPL,281.55,25,0
APPL,281.83,425,1
AMZN,2379.29,550,1
AMZN,2389.57,900,0
ZM,160.22,425,1
ZM,156.84,325,0
APPL,285.69,25,1
ZM,156.76,325,0
AMZN,2411.8,750,0
AMZN,2336.6,850,1
AMZN,2388.67,500,0
ZM,156.47,275,0
APPL,287.22,350,0
ZM,162.86,225,0
AMZN,2367.1,500,1
ZM,160.9,25,0
APPL,282.37,450,0
APPL,284.62,100,0
ZM,163.24,300,1
APPL,282.68,275,0
AMZN,2372.92,800,0
APPL,280.24,325,1
ZM,160.27,375,0
ZM,161.85,425,0
AMZN,2376.67,350,1
APPL,283.59,175,0
APPL,285.3,50,1
APPL,286.25,450,0
ZM,162.12,75,0
APPL,287.19,150,1
APPL,284.06,150,0
AMZN,2393.09,50,1
APPL,286.89,425,0
AMZN,2384.55,500,0
APPL,282.32,275,0
AMZN,2351.34,750,1
ZM,156.72,25,1
AMZN,2363.09,500,1
AMZN,2339.49,500,1
APPL,280.35,450,1
AMZN,2349.92,0,0
AMZN,2392.14,300,0
AMZN,2337.69,650,1
AMZN,2400.66,850,1
APPL,281.48,350,0
APPL,281.27,375,0
APPL,284.34,150,0
ZM,158.15,0,0
ZM,159.0,300,0
APPL,286.19,75,0
ZM,156.64,50,1
ZM,163.61,50,1
AMZN,2355.01,0,0
APPL,280.75,425,0
AMZN,2369.42,700,1
ZM,159.78,125,0
ZM,159.84,425,0
APPL,284.07,450,0
AMZN,2370.93,50,0
AMZN,2399.89,350,1
APPL,287.39,25,1
ZM,161.27,375,0
ZM,162.79,450,1
AMZN,2394.17,600,1
AMZN,2377.25,700,0
APPL,281.08,200,0
ZM,159.78,200,1
AMZN,2392.41,650,1
AMZN,2400.58,850,1
AMZN,2409.13,900,1
ZM,157.38,400,1
AMZN,2377.79,0,0
APPL,279.05,300,0
APPL,279.84,200,1
AMZN,2347.21,500,0
AMZN,2346.15,50,1
APPL,280.34,475,1
ZM,156.76,375,1
AMZN,2376.29,550,0
ZM,159.43,0,1
ZM,163.35,450,0
APPL,284.13,25,0
ZM,157.51,200,0
ZM,155.89,0,0
APPL,286.17,425,1
ZM,159.57,225,1
ZM,158.74,0,0
APPL,287.22,125,0
AMZN,2373.59,950,0
APPL,285.32,350,0
ZM,164.51,25,0
ZM,162.77,275,1
ZM,158.51,275,0
APPL,280.13,25,0
ZM,159.33,225,0
ZM,159.69,400,0
AMZN,2386.71,50,1
APPL,283.92,175,1
AMZN,2347.38,0,1
APPL,283.14,275,1
AMZN,2360.84,250,1
APPL,280.76,0,0
ZM,155.96,350,0
AMZN,2360.53,550,1
ZM,156.65,450,1
ZM,157.59,450,0
APPL,284.06,150,1
APPL,283.19,450,0
AMZN,2357.55,700,1
ZM,156.66,275,0
AMZN,2346.2,50,0
ZM,157.91,175,1
AMZN,2365.71,750,1
ZM,158.51,375,0
APPL,282.64,350,0
ZM,158.78,300,1
APPL,282.25,225,0
ZM,156.8,125,0
APPL,277.81,475,0
APPL,280.52,0,1
AMZN,2409.81,300,0
APPL,283.46,250,0
ZM,157.25,250,0
APPL,277.97,450,1
ZM,161.86,175,0
ZM,160.93,275,0
APPL,280.74,375,0
ZM,162.26,175,1
ZM,163.1,225,1
ZM,159.89,300,0
ZM,164.28,125,0
AMZN,2385.27,500,1
APPL,282.76,450,1
AMZN,2366.92,150,0
ZM,155.89,400,1
ZM,163.26,75,0
APPL,282.82,175,1
APPL,278.86,50,1
ZM,158.29,400,1
APPL,282.26,25,0
ZM,159.16,225,0
APPL,280.97,50,0
APPL,283.19,0,1
AMZN,2358.15,800,1
AMZN,2386.92,950,1
APPL,280.34,200,1
ZM,160.79,275,1
ZM,162.47,275,0
AMZN,2391.01,350,0
APPL,279.94,225,0
AMZN,2379.41,50,0
ZM,158.79,250,0
ZM,156.02,50,0
AMZN,2338.42,500,0
ZM,162.15,275,0
AMZN,2359.59,700,1
APPL,278.87,50,1
AMZN,2341.45,750,1
ZM,163.31,400,0
AMZN,2393.59,950,0
APPL,280.26,275,0
ZM,164.24,450,0
APPL,281.67,100,0
AMZN,2364.58,100,0
AMZN,2379.37,100,0
APPL,283.53,125,0
AMZN,2367.83,700,0
AMZN,2356.62,200,1
AMZN,2403.51,500,0
ZM,161.54,0,1
ZM,160.21,450,1
ZM,159.7,425,0
AMZN,2373.27,450,0
ZM,157.94,75,1
APPL,285.67,25,1
APPL,285.02,175,1
ZM,161.14,300,0
APPL,281.95,300,0
AMZN,2358.42,250,0
ZM,161.26,425,1
ZM,163.56,150,1
AMZN,2410.11,850,0
AMZN,2338.97,450,0
AMZN,2339.59,200,1
AMZN,2402.4,700,1
ZM,160.52,175,0
ZM,156.08,50,1
ZM,156.79,400,1
APPL,287.03,325,0
AMZN,2401.8,150,1
ZM,160.81,225,1
APPL,279.76,150,0
AMZN,2356.68,750,1
APPL,279.59,150,1
ZM,160.49,0,1
AMZN,2353.68,750,1
APPL,286.99,150,0
AMZN,2373.09,600,1
AMZN,2393.81,250,0
ZM,157.93,450,1
AMZN,2366.3,800,0
AMZN,2351.82,200,1
AMZN,2373.75,500,0
ZM,162.66,200,1
AMZN,2408.29,950,1
ZM,162.72,300,1
ZM,160.88,375,0
APPL,282.8,200,1
AMZN,2393.11,350,0
AMZN,2400.33,400,0
AMZN,2353.32,300,1
ZM,159.84,225,1
APPL,287.64,400,1
AMZN,2351.13,50,0
ZM,163.81,200,1
ZM,156.46,400,1
APPL,277.84,475,1
APPL,279.61,200,0
ZM,163.33,425,0
APPL,286.38,375,0
ZM,157.82,450,1
APPL,282.9,225,1
AMZN,2388.96,650,0
AMZN,2356.23,300,0
AMZN,2372.38,200,0
APPL,287.23,375,1
AMZN,2393.02,550,1
AMZN,2412.41,800,1
AMZN,2349.32,500,0
APPL,286.66,125,0
ZM,160.03,200,0
AMZN,2382.3,700,0
ZM,162.28,25,0
APPL,286.01,175,1
ZM,163.58,425,1
ZM,163.61,75,1
ZM,155.65,425,1
ZM,159.29,75,0
AMZN,2377.2,300,1
ZM,162.23,400,1
APPL,278.88,450,1
AMZN,2342.71,950,1
ZM,160.39,450,1
ZM,157.88,100,1
ZM,157.94,100,1
APPL,283.78,125,0
ZM,155.59,425,0
ZM,161.43,75,1
APPL,284.16,200,1
AMZN,2347.29,900,0
ZM,163.81,125,1
APPL,282.07,325,1
AMZN,2337.07,700,1
ZM,156.12,175,1
ZM,163.66,425,1
ZM,160.67,150,1
AMZN,2346.18,100,0
AMZN,2365.05,650,1
ZM,158.76,475,1
AMZN,2366.99,700,1
ZM,160.36,375,1
AMZN,2366.42,0,0
APPL,285.07,400,1
AMZN,2412.19,500,0
ZM,158.63,300,1
AMZN,2364.08,650,1
AMZN,2346.26,350,0
APPL,281.51,125,0
AMZN,2400.04,250,0
ZM,160.36,125,1
APPL,283.47,475,0
APPL,285.89,25,0
APPL,279.28,125,1
APPL,280.5,250,0
APPL,282.22,375,1
APPL,285.75,250,0
APPL,285.17,450,1
AMZN,2407.96,800,1
ZM,162.71,100,1
AMZN,2408.93,300,0
ZM,162.96,450,1
AMZN,2346.59,600,0
ZM,162.85,225,0
AMZN,2347.5,150,1
APPL,279.47,50,0
APPL,284.78,350,1
AMZN,2341.22,750,0
AMZN,2337.63,500,0
APPL,285.9,150,0
APPL,282.51,325,0
APPL,285.73,25,0
AMZN,2342.49,800,0
APPL,284.37,475,1
AMZN,2389.91,650,1
ZM,160.87,75,0
ZM,157.39,200,1
AMZN,2359.99,250,1
ZM,157.26,225,0
APPL,279.3,375,1
APPL,281.78,300,0
APPL,281.76,325,0
APPL,287.16,50,1
ZM,163.62,325,1
ZM,157.18,225,0
AMZN,2393.5,750,1
APPL,284.51,300,0
ZM,156.01,175,1
APPL,280.64,250,1
AMZN,2377.17,300,0
APPL,281.51,100,1
AMZN,2396.51,50,1
ZM,161.0,0,1
ZM,161.78,200,1
APPL,284.53,75,0
ZM,159.1,275,1
APPL,280.44,425,0
APPL,278.06,300,0
AMZN,2343.0,100,1
APPL,286.39,425,0
APPL,280.33,350,0
AMZN,2369.88,0,0
APPL,287.38,150,1
ZM,160.32,325,1
ZM,156.68,275,0
APPL,287.75,175,0
ZM,158.63,400,1
AMZN,2389.17,950,0
ZM,158.47,175,0
AMZN,2337.55,650,1
ZM,157.52,375,1
APPL,285.37,275,1
ZM,160.63,125,1
APPL,286.3,75,1
APPL,278.55,250,0
AMZN,2368.51,600,0
APPL,284.46,475,0
AMZN,2392.76,450,1
AMZN,2350.99,450,1
AMZN,2378.01,600,1
ZM,156.94,325,0
AMZN,2345.08,150,0
AMZN,2349.15,950,0
ZM,163.44,0,1
APPL,287.55,125,0
ZM,161.74,475,0
ZM,162.24,350,1
AMZN,2412.9,50,1
AMZN,2413.05,300,0
AMZN,2381.55,500,1
ZM,157.46,275,1
APPL,280.83,275,0
AMZN,2406.18,750,1
ZM,161.19,175,1
ZM,158.24,125,0
ZM,160.13,150,1
AMZN,2409.44,350,0
ZM,161.5,400,1
ZM,158.32,125,0
ZM,159.44,275,1
AMZN,2388.45,550,0
AMZN,2412.75,200,1
AMZN,2348.67,350,0
APPL,287.68,325,0
ZM,157.96,300,1
APPL,285.11,325,1
ZM,157.23,225,1
AMZN,2389.95,600,1
ZM,159.62,175,0
APPL,280.62,175,1
APPL,278.33,350,0
ZM,162.39,400,1
ZM,156.51,450,1
AMZN,2377.48,950,1
ZM,158.92,150,0
APPL,280.7,350,1
ZM,157.73,425,1
AMZN,2414.45,100,1
AMZN,2392.09,250,0
AMZN,2409.3,800,1
APPL,286.15,475,1
ZM,158.57,350,1
AMZN,2406.16,450,0
ZM,158.77,75,1
AMZN,2413.89,750,1
AMZN,2394.56,150,0
APPL,285.6,25,1
AMZN,2340.09,900,1
ZM,161.01,275,1
ZM,163.66,0,0
ZM,159.14,100,1
ZM,157.84,200,0
AMZN,2361.92,800,0
ZM,158.95,425,0
AMZN,2360.66,350,0
ZM,155.74,50,0
ZM,161.61,200,0
AMZN,2377.95,650,0
ZM,160.14,75,0
APPL,277.94,450,1
AMZN,2388.85,50,1
ZM,160.24,275,1
ZM,159.44,150,0
APPL,280.59,375,0
AMZN,2402.45,950,1
ZM,160.01,325,1
AMZN,2336.94,100,1
APPL,278.33,350,0
APPL,287.78,225,0
ZM,160.82,450,0
APPL,280.47,225,0
APPL,285.23,200,0
AMZN,2388.63,150,0
APPL,285.19,150,0
APPL,284.18,100,0
AMZN,2349.66,750,0
ZM,158.46,0,0
AMZN,2339.35,50,0
ZM,162.25,75,0
APPL,279.65,75,1
ZM,162.97,100,0
APPL,286.57,225,0
AMZN,2401.89,50,1
ZM,156.81,125,1
ZM,158.9,75,0
AMZN,2343.39,400,1
AMZN,2408.11,800,0
APPL,278.93,125,0
APPL,280.71,350,1
APPL,278.95,325,1
ZM,156.62,300,1
APPL,278.56,325,0
APPL,280.8,225,0
APPL,286.33,200,0
APPL,287.54,350,0
ZM,157.76,475,0
ZM,156.93,25,0
ZM,162.65,425,1
AMZN,2355.04,850,1
APPL,278.35,25,1
APPL,282.72,175,0
APPL,281.05,150,1
AMZN,2377.75,450,1
APPL,278.42,425,1
ZM,161.03,0,1
APPL,277.94,325,1
AMZN,2365.64,200,1
APPL,281.86,250,0
APPL,279.77,225,1
ZM,160.66,25,0
APPL,287.56,150,1
ZM,155.8,450,0
APPL,280.55,450,1
ZM,160.59,225,1
AMZN,2406.08,550,0
AMZN,2345.81,700,0
ZM,163.96,250,0
APPL,286.42,275,1
ZM,163.17,400,1
AMZN,2370.16,0,1
ZM,163.93,125,0
APPL,281.86,75,1
AMZN,2411.4,200,1
APPL,285.3,425,1
AMZN,2373.27,400,0
AMZN,2361.24,800,1
APPL,281.7,425,0
ZM,160.57,450,1
APPL,280.9,275,0
ZM,160.84,375,0
ZM,160.76,0,0
AMZN,2413.32,50,0
ZM,158.7,25,0
APPL,283.04,475,1
APPL,278.86,25,0
ZM,157.08,450,1
ZM,163.78,475,0
AMZN,2403.98,700,0
APPL,284.82,100,1
AMZN,2351.36,250,0
AMZN,2397.83,900,1
AMZN,2388.15,700,0
AMZN,2359.22,500,1
ZM,160.39,350,0
ZM,161.28,200,1
AMZN,2357.5,100,1
AMZN,2376.19,0,1
ZM,162.72,275,1
APPL,280.47,375,1
ZM,157.04,275,1
AMZN,2352.74,100,0
APPL,285.32,425,0
APPL,278.15,350,1
ZM,160.1,450,0
APPL,285.83,150,1
AMZN,2389.56,550,0
AMZN,2358.52,850,0
ZM,160.68,375,1
ZM,164.41,400,1
APPL,280.47,125,1
ZM,164.42,375,1
APPL,280.38,475,1
AMZN,2355.81,550,1
APPL,279.76,0,0
ZM,160.79,350,1
AMZN,2374.63,650,1
ZM,157.13,150,0
ZM,161.73,300,0
APPL,287.46,275,0
APPL,284.11,275,1
AMZN,2366.79,300,0
ZM,162.18,50,0
APPL,283.71,175,0
AMZN,2378.12,250,1
APPL,278.42,275,1
ZM,160.16,125,1
APPL,281.26,375,1
ZM,163.0,150,0
AMZN,2380.59,100,0
APPL,285.03,100,1
AMZN,2343.59,850,1
ZM,157.73,250,1
AMZN,2372.02,750,0
ZM,160.54,125,0
ZM,162.19,125,0
ZM,156.48,325,0
AMZN,2361.95,400,1
ZM,162.22,250,1
AMZN,2342.42,550,0
APPL,282.09,350,1
APPL,278.04,450,0
AMZN,2344.69,200,1
ZM,162.47,450,1
ZM,162.91,325,1
APPL,282.59,450,1
APPL,283.45,50,1
ZM,159.35,150,0
APPL,286.98,175,0
AMZN,2381.09,400,0
AMZN,2383.3,350,1
APPL,278.07,150,1
APPL,278.24,375,1
APPL,278.25,200,1
APPL,287.17,275,1
APPL,278.41,25,0
AMZN,2376.1,450,0
APPL,279.87,475,0
AMZN,2338.0,650,1
ZM,159.07,75,1
ZM,162.55,275,1
APPL,280.08,150,0
AMZN,2390.48,500,0
APPL,285.98,100,0
APPL,277.92,0,0
ZM,162.42,350,0
AMZN,2357.29,800,1
ZM,162.84,250,0
AMZN,2388.29,300,0
ZM,156.29,0,0
ZM,163.38,250,0
ZM,155.99,200,0
ZM,158.29,225,0
AMZN,2340.71,750,1
APPL,283.25,275,0
ZM,161.01,0,0
AMZN,2385.68,100,0
APPL,278.97,300,1
AMZN,2406.3,850,0
APPL,281.85,25,0
APPL,286.52,125,1
AMZN,2365.55,850,0
AMZN,2371.3,950,1
ZM,161.44,325,1
AMZN,2380.66,450,0
ZM,157.99,300,0
AMZN,2363.63,950,1
APPL,279.05,350,1
AMZN,2413.49,150,1
ZM,163.62,175,0
AMZN,2373.48,950,0
AMZN,2391.54,800,1
AMZN,2359.63,200,0
APPL,278.33,200,0
ZM,157.9,125,1
AMZN,2364.67,800,0
APPL,283.49,0,1
ZM,162.86,75,0
ZM,158.65,250,0
APPL,279.33,100,1
APPL,282.89,400,0
ZM,164.08,375,1
APPL,287.3,475,0
APPL,282.8,475,0
AMZN,2338.5,350,1
APPL,282.53,100,1
APPL,282.48,225,1
ZM,163.19,400,0
AMZN,2406.85,200,0
ZM,160.55,475,0
AMZN,2401.93,550,0
AMZN,2389.18,350,0
APPL,286.21,200,1
AMZN,2378.86,800,1
AMZN,2372.72,350,1
ZM,158.88,375,0
AMZN,2342.36,350,1
AMZN,2378.95,600,1
AMZN,2351.98,750,1
AMZN,2405.52,600,1
APPL,278.74,350,1
AMZN,2366.18,50,1
APPL,281.21,175,0
AMZN,2408.04,850,1
AMZN,2344.87,0,0
ZM,155.84,225,1
AMZN,2368.34,150,1
AMZN,2372.95,900,0
APPL,284.52,175,0
ZM,163.68,175,1
ZM,155.81,50,1
APPL,279.82,0,0
AMZN,2359.73,350,1
ZM,163.0,150,1
AMZN,2340.36,300,0
APPL,281.52,25,0
ZM,160.01,300,0
AMZN,2409.98,200,1
APPL,281.12,375,0
APPL,277.92,350,1
ZM,157.68,400,1
ZM,157.21,50,0
AMZN,2399.96,950,0
AMZN,2387.92,0,0
APPL,286.35,300,0
APPL,286.65,350,0
ZM,158.69,200,1
